container	date	wellRole	fiBackgroundNegative	stdCurve	fiOORIndicator	specimenID	type	singlePointControl	excluded	samplingErrors	protocol	regressionType	outlier	resVar	fiBackground	fiBackgroundString	dilution	name	extraSpecimenInfo	stdDevOORIndicator	expConc	stdDev	maxStandardRecovery	obsConc	fi	obsConcOORIndicator	minStandardRecovery	obsConcString	beadCount	description	lsid	dataId	fiString	obsOverExp	dataFile	stdDevString	summary	sheetName	titration	concInRange	analyte	dataRowGroup	FlaggedAsExcluded	rowId	negativeBead	participantID	cv	visitID	positivityThreshold	fiBackgroundOORIndicator	fitProb	well	concInRangeOORIndicator	concInRangeString	ratio
		Background		FI = -8.49859 + (20147.9 + 8.49859) / ((1 + (Conc / 409.762)^-0.738017))^1.4408			B		false		0	Logistic - 5PL	0	0.9308	8.5	8.5	1.0	Hu IL-1b (32)				0.71	130		8.5		70			Transformed	urn:lsid:labkey.com:LuminexDataRow:30e8c513-8fba-1033-9b46-f21d9c47a008	0	8.5		10JAN07_plate_1.xls	0.71	true	Hu IL-1b (32)	false		0		false	0			0.0832				0.3347	H3,H4
		Standard		FI = -8.49859 + (20147.9 + 8.49859) / ((1 + (Conc / 409.762)^-0.738017))^1.4408			S1		false		0	Logistic - 5PL	1	0.9308		---	1.0	Hu IL-1b (32)			37947.0		130				70			Transformed	urn:lsid:labkey.com:LuminexDataRow:30e8c514-8fba-1033-9b46-f21d9c47a008	0	---		10JAN07_plate_1.xls		true	Hu IL-1b (32)	false		0		false	0							0.3347	A1,A2
		Standard		FI = -8.49859 + (20147.9 + 8.49859) / ((1 + (Conc / 409.762)^-0.738017))^1.4408			S2		false		0	Logistic - 5PL	1	0.9308		---	1.0	Hu IL-1b (32)			9486.75		130				70			Transformed	urn:lsid:labkey.com:LuminexDataRow:30e8c515-8fba-1033-9b46-f21d9c47a008	0	---		10JAN07_plate_1.xls		true	Hu IL-1b (32)	false		0		false	0							0.3347	B1,B2
		Standard		FI = -8.49859 + (20147.9 + 8.49859) / ((1 + (Conc / 409.762)^-0.738017))^1.4408			S3		false		0	Logistic - 5PL	0	0.9308	14106.5	14106.5	1.0	Hu IL-1b (32)			2371.69	661.85	130	2293.48	14115.0		70	2293.48		Transformed	urn:lsid:labkey.com:LuminexDataRow:30e8c516-8fba-1033-9b46-f21d9c47a008	0	14115	97.0	10JAN07_plate_1.xls	661.85	true	Hu IL-1b (32)	false	2293.48	0		false	0			0.046900000000000004				0.3347	C1,C2		2293.48
		Standard		FI = -8.49859 + (20147.9 + 8.49859) / ((1 + (Conc / 409.762)^-0.738017))^1.4408			S4		false		0	Logistic - 5PL	0	0.9308	9134.0	9134	1.0	Hu IL-1b (32)			592.92	235.47	130	626.48	9142.5		70	626.48		Transformed	urn:lsid:labkey.com:LuminexDataRow:30e8c517-8fba-1033-9b46-f21d9c47a008	0	9142.5	106.0	10JAN07_plate_1.xls	235.47	true	Hu IL-1b (32)	false	626.48	0		false	0			0.0258				0.3347	D1,D2		626.48
		Standard		FI = -8.49859 + (20147.9 + 8.49859) / ((1 + (Conc / 409.762)^-0.738017))^1.4408			S5		false		0	Logistic - 5PL	0	0.9308	3791.0	3791	1.0	Hu IL-1b (32)			148.23	54.45	130	142.18	3799.5		70	142.18		Transformed	urn:lsid:labkey.com:LuminexDataRow:30e8c518-8fba-1033-9b46-f21d9c47a008	0	3799.5	96.0	10JAN07_plate_1.xls	54.45	true	Hu IL-1b (32)	false	142.18	0		false	0			0.0144				0.3347	E1,E2		142.18
		Standard		FI = -8.49859 + (20147.9 + 8.49859) / ((1 + (Conc / 409.762)^-0.738017))^1.4408			S6		false		0	Logistic - 5PL	0	0.9308	1256.0	1256	1.0	Hu IL-1b (32)			37.06	75.66	130	37.56	1264.5		70	37.56		Transformed	urn:lsid:labkey.com:LuminexDataRow:30e8c519-8fba-1033-9b46-f21d9c47a008	0	1264.5	101.0	10JAN07_plate_1.xls	75.66	true	Hu IL-1b (32)	false	37.56	0		false	0			0.0602				0.3347	F1,F2		37.56
		Standard		FI = -8.49859 + (20147.9 + 8.49859) / ((1 + (Conc / 409.762)^-0.738017))^1.4408			S7		false		0	Logistic - 5PL	0	0.9308	326.0	326	1.0	Hu IL-1b (32)			9.26	7.78	130	9.41	334.5		70	9.41		Transformed	urn:lsid:labkey.com:LuminexDataRow:30e8c51a-8fba-1033-9b46-f21d9c47a008	0	334.5	102.0	10JAN07_plate_1.xls	7.78	true	Hu IL-1b (32)	false	9.41	0		false	0			0.0239				0.3347	G1,G2		9.41
		Standard		FI = -8.49859 + (20147.9 + 8.49859) / ((1 + (Conc / 409.762)^-0.738017))^1.4408			S8		false		0	Logistic - 5PL	0	0.9308	70.0	70	1.0	Hu IL-1b (32)			2.32	3.54	130	2.29	78.5		70	2.29		Transformed	urn:lsid:labkey.com:LuminexDataRow:30e8c51b-8fba-1033-9b46-f21d9c47a008	0	78.5	99.0	10JAN07_plate_1.xls	3.54	true	Hu IL-1b (32)	false	2.29	0		false	0			0.050499999999999996				0.3347	H1,H2		2.29
		Unknown		FI = -8.49859 + (20147.9 + 8.49859) / ((1 + (Conc / 409.762)^-0.738017))^1.4408			X1		false		0	Logistic - 5PL	0	0.9308	19.5	19.5	4.0	Hu IL-1b (32)				0.0	130		28.0		70	*3.42		Transformed	urn:lsid:labkey.com:LuminexDataRow:30e8c51c-8fba-1033-9b46-f21d9c47a008	0	28		10JAN07_plate_1.xls	0	true	Hu IL-1b (32)	false		0		false	0			0.0				0.3347	A3,A4		***
